image,prob0,prob1
val/ants/119785936_dd428e40c3.jpg,0.028883473947644234,0.9711166024208069
val/ants/1337725712_2eb53cd742.jpg,0.9991432428359985,0.0008567173499614
val/ants/152286280_411648ec27.jpg,0.9835320711135864,0.016467921435832977
val/ants/161292361_c16e0bf57a.jpg,0.8289414644241333,0.1710585653781891
val/ants/477437164_bc3e6e594a.jpg,0.9116405248641968,0.08835946768522263
val/ants/768870506_8f115d3d37.jpg,0.9973465204238892,0.0026534697972238064
val/ants/488272201_c5aa281348.jpg,0.9883735775947571,0.01162650529295206
val/ants/2219621907_47bc7cc6b0.jpg,0.9857714176177979,0.014228571206331253
val/ants/854534770_31f6156383.jpg,0.9920719265937805,0.007928102277219296
val/ants/209615353_eeb38ba204.jpg,0.9432882070541382,0.056711871176958084
val/ants/35558229_1fa4608a7a.jpg,0.9937565326690674,0.006243519950658083
val/ants/11381045_b352a47d8c.jpg,0.992264986038208,0.007735081482678652
val/ants/212100470_b485e7b7b9.jpg,0.7817749381065369,0.21822504699230194
val/ants/1743840368_b5ccda82b7.jpg,0.918745219707489,0.08125472813844681
val/ants/170652283_ecdaff5d1a.jpg,0.8785017132759094,0.12149833142757416
val/ants/17081114_79b9a27724.jpg,0.9567955136299133,0.043204449117183685
val/ants/8398478_50ef10c47a.jpg,0.5628871321678162,0.4371128976345062
val/ants/1262751255_c56c042b7b.jpg,0.9707788825035095,0.029221072793006897
val/ants/308196310_1db5ffa01b.jpg,0.7486631870269775,0.2513367831707001
val/ants/desert_ant.jpg,0.8652564883232117,0.1347435563802719
val/ants/153783656_85f9c3ac70.jpg,0.9925220608711243,0.007477933075278997
val/ants/1119630822_cd325ea21a.jpg,0.924915611743927,0.07508444786071777
val/ants/319494379_648fb5a1c6.jpg,0.6226754188537598,0.37732458114624023
val/ants/2127908701_d49dc83c97.jpg,0.7015107274055481,0.29848921298980713
val/bees/2717418782_bd83307d9f.jpg,0.028981328010559082,0.9710186719894409
val/bees/2173503984_9c6aaaa7e2.jpg,0.007767837028950453,0.9922322034835815
val/bees/54736755_c057723f64.jpg,0.43992751836776733,0.5600724816322327
val/bees/2103637821_8d26ee6b90.jpg,0.05200362950563431,0.9479963183403015
val/bees/603711658_4c8cd2201e.jpg,0.4289969801902771,0.5710030198097229
val/bees/238161922_55fa9a76ae.jpg,0.015273667871952057,0.9847263693809509
val/bees/2457841282_7867f16639.jpg,0.01212699618190527,0.9878730773925781
val/bees/6a00d8341c630a53ef00e553d0beb18834-800wi.jpg,0.21530012786388397,0.7846998572349548
val/bees/177677657_a38c97e572.jpg,0.0031452777329832315,0.9968546628952026
val/bees/348291597_ee836fbb1a.jpg,0.003355687018483877,0.9966443777084351
val/bees/152789693_220b003452.jpg,0.0005255687865428627,0.9994744658470154
val/bees/2782079948_8d4e94a826.jpg,0.06812272220849991,0.9318772554397583
val/bees/576452297_897023f002.jpg,0.0206780806183815,0.9793218970298767
val/bees/1181173278_23c36fac71.jpg,0.17659078538417816,0.8234091997146606
val/bees/3077452620_548c79fda0.jpg,0.05866390839219093,0.9413360357284546
val/bees/586474709_ae436da045.jpg,0.012311647646129131,0.9876883625984192
val/bees/26589803_5ba7000313.jpg,0.01036578044295311,0.9896342754364014
val/bees/2478216347_535c8fe6d7.jpg,0.01826215721666813,0.9817377924919128
val/bees/2668391343_45e272cd07.jpg,0.02971198596060276,0.9702880382537842
val/bees/540976476_844950623f.jpg,0.08130887150764465,0.918691098690033
val/bees/144098310_a4176fd54d.jpg,0.0033782783430069685,0.9966217279434204
val/bees/1486120850_490388f84b.jpg,0.017167124897241592,0.9828328490257263
val/bees/2670536155_c170f49cd0.jpg,0.4580846428871155,0.5419154167175293
val/bees/1519368889_4270261ee3.jpg,0.5136438012123108,0.4863561987876892
val/bees/2506114833_90a41c5267.jpg,0.11585673689842224,0.8841432332992554
val/bees/2438480600_40a1249879.jpg,0.04077392816543579,0.9592260122299194
val/bees/187130242_4593a4c610.jpg,0.002042626729235053,0.9979573488235474
val/bees/224841383_d050f5f510.jpg,0.011670522391796112,0.9883295297622681
val/bees/59798110_2b6a3c8031.jpg,0.8501328825950623,0.14986711740493774
val/bees/2883093452_7e3a1eb53f.jpg,0.03439713269472122,0.9656028151512146
val/bees/2321144482_f3785ba7b2.jpg,0.08192724734544754,0.9180727601051331
val/bees/abeja.jpg,0.025622103363275528,0.9743778705596924
val/bees/203868383_0fcbb48278.jpg,0.004294414073228836,0.9957055449485779
val/bees/44105569_16720a960c.jpg,0.0020155292004346848,0.9979844093322754
val/bees/272986700_d4d4bf8c4b.jpg,0.002320799743756652,0.9976791739463806
val/bees/464594019_1b24a28bb1.jpg,0.9520988464355469,0.047901105135679245
val/bees/485743562_d8cc6b8f73.jpg,0.32407814264297485,0.6759218573570251
val/bees/2815838190_0a9889d995.jpg,0.012529312632977962,0.9874706864356995
val/bees/603709866_a97c7cfc72.jpg,0.22464372217655182,0.7753562331199646
val/bees/2086294791_6f3789d8a6.jpg,0.14868514239788055,0.8513148427009583
val/bees/1328423762_f7a88a8451.jpg,0.029032744467258453,0.970967173576355
val/bees/416144384_961c326481.jpg,0.059780947864055634,0.9402190446853638
val/bees/2709775832_85b4b50a57.jpg,0.6738499999046326,0.32614997029304504
val/bees/1297972485_33266a18d9.jpg,0.04808666557073593,0.9519133567810059
val/bees/2415414155_1916f03b42.jpg,0.03353249654173851,0.9664674401283264
val/bees/149973093_da3c446268.jpg,0.024434249848127365,0.9755657315254211
val/bees/2741763055_9a7bb00802.jpg,0.017392950132489204,0.9826070666313171
val/bees/936182217_c4caa5222d.jpg,0.00042484793812036514,0.9995751976966858
val/bees/1799729694_0c40101071.jpg,0.014405639842152596,0.9855943322181702
val/bees/2841437312_789699c740.jpg,0.03211178630590439,0.9678882360458374
val/bees/2509402554_31821cb0b6.jpg,0.5814955830574036,0.41850435733795166
val/bees/372228424_16da1f8884.jpg,0.004688751883804798,0.9953113198280334
val/bees/456097971_860949c4fc.jpg,0.01891455240547657,0.9810854196548462
val/bees/2525379273_dcb26a516d.jpg,0.0016751558287069201,0.9983248114585876
val/bees/2809496124_5f25b5946a.jpg,0.005185391288250685,0.9948145747184753
val/bees/2060668999_e11edb10d0.jpg,0.017952822148799896,0.9820472002029419
val/bees/1355974687_1341c1face.jpg,0.07354498654603958,0.9264549612998962
val/bees/2751836205_6f7b5eff30.jpg,0.004471618682146072,0.9955283999443054
val/bees/2702408468_d9ed795f4f.jpg,0.0025957946199923754,0.997404158115387
val/bees/2444778727_4b781ac424.jpg,0.008359374478459358,0.991640567779541
val/bees/1032546534_06907fe3b3.jpg,0.021722663193941116,0.9782773852348328
val/bees/215512424_687e1e0821.jpg,0.070953369140625,0.929046630859375
val/bees/2745389517_250a397f31.jpg,0.00012735936616081744,0.9998725652694702
val/bees/590318879_68cf112861.jpg,0.06064636632800102,0.9393535852432251
val/bees/2685605303_9eed79d59d.jpg,0.009133760817348957,0.9908662438392639
val/bees/296565463_d07a7bed96.jpg,0.05254175141453743,0.9474582672119141
val/bees/350436573_41f4ecb6c8.jpg,0.057325467467308044,0.9426745176315308
val/bees/290082189_f66cb80bfc.jpg,0.0012896120315417647,0.9987103939056396
val/bees/10870992_eebeeb3a12.jpg,0.07298687100410461,0.9270131587982178
val/bees/151603988_2c6f7d14c7.jpg,0.21934598684310913,0.7806540131568909
val/bees/759745145_e8bc776ec8.jpg,0.6184319853782654,0.3815680146217346
val/bees/181171681_c5a1a82ded.jpg,0.01141301728785038,0.988586962223053
val/bees/2104135106_a65eede1de.jpg,0.014197960495948792,0.9858021140098572
val/bees/2470492902_3572c90f75.jpg,0.3121604025363922,0.6878396272659302
val/bees/353266603_d3eac7e9a0.jpg,0.35856127738952637,0.6414387226104736
val/bees/57459255_752774f1b2.jpg,0.4372369349002838,0.5627631545066833
val/bees/2501530886_e20952b97d.jpg,0.2828303277492523,0.7171697020530701
val/bees/65038344_52a45d090d.jpg,0.004329540766775608,0.9956704378128052
val/bees/220376539_20567395d8.jpg,0.029407085850834846,0.9705928564071655
val/bees/151594775_ee7dc17b60.jpg,0.10000525414943695,0.8999947309494019
val/bees/400262091_701c00031c.jpg,0.24475230276584625,0.7552477121353149
val/bees/72100438_73de9f17af.jpg,0.09645047038793564,0.9035495519638062
val/bees/2407809945_fb525ef54d.jpg,0.05548802390694618,0.9445120096206665
